,mean_fit_time,algorithm,leaf_size,neighbors,param_p,weights,mean_test_nmse,rank_test_nmse,mean_test_r2,rank_test_r2
0,0.0012983322143554688,ball_tree,10,1,1,uniform,-1836.8451612903225,3241,-1.1945170530266298,3241
1,0.0013583183288574218,ball_tree,10,1,1,distance,-1836.8451612903225,3241,-1.1945170530266298,3241
2,0.0005835056304931641,ball_tree,10,1,2,uniform,-1915.7225806451613,3361,-1.4032943339028587,3361
3,0.0006012439727783204,ball_tree,10,1,2,distance,-1915.7225806451613,3361,-1.4032943339028587,3361
4,0.0016730308532714843,ball_tree,10,1,3,uniform,-1876.9032258064517,3301,-1.352456592513005,3301
5,0.0016974449157714845,ball_tree,10,1,3,distance,-1876.9032258064517,3301,-1.352456592513005,3301
6,0.0005334854125976562,ball_tree,10,2,1,uniform,-1498.4370967741936,3211,-0.85203448766122,3211
7,0.0004998207092285156,ball_tree,10,2,1,distance,-1493.7856437293167,3181,-0.8404662335157197,3181
8,0.0008287906646728515,ball_tree,10,2,2,uniform,-1477.7354838709678,3151,-0.8008199778286927,3151
9,0.0005115509033203125,ball_tree,10,2,2,distance,-1472.605912082991,3121,-0.7907700584556835,3091
10,0.0016525745391845702,ball_tree,10,2,3,uniform,-1399.858064516129,3091,-0.7932379867311097,3121
11,0.0029277801513671875,ball_tree,10,2,3,distance,-1394.065785666355,3061,-0.781456150382998,3061
12,0.0005430221557617187,ball_tree,10,3,1,uniform,-1308.2544802867383,3031,-0.5848339663252173,2971
13,0.0005050182342529296,ball_tree,10,3,1,distance,-1307.966102477561,3001,-0.580740350461095,2941
14,0.0004964351654052734,ball_tree,10,3,2,uniform,-1251.5648745519713,2881,-0.5614123906211256,2911
15,0.0004902839660644531,ball_tree,10,3,2,distance,-1256.413343140684,2911,-0.557577545559175,2881
16,0.0016503334045410156,ball_tree,10,3,3,uniform,-1282.4401433691755,2971,-0.6476643349320775,3031
17,0.0016632556915283203,ball_tree,10,3,3,distance,-1282.2499809057394,2941,-0.6390495502406863,3001
18,0.0005158424377441406,ball_tree,10,4,1,uniform,-1235.8548387096773,2851,-0.4926612053025697,2731
19,0.0005249977111816406,ball_tree,10,4,1,distance,-1233.1009692638124,2821,-0.4867275806373738,2701
20,0.0004941463470458984,ball_tree,10,4,2,uniform,-1171.3229838709678,2641,-0.5039521742581579,2791
21,0.0005019187927246093,ball_tree,10,4,2,distance,-1174.51876669941,2711,-0.49622958548245716,2761
22,0.0016347885131835938,ball_tree,10,4,3,uniform,-1193.6463709677419,2791,-0.524204473277219,2851
23,0.0016507148742675782,ball_tree,10,4,3,distance,-1191.1764668452017,2761,-0.5165684711746269,2821
24,0.0005416393280029297,ball_tree,10,5,1,uniform,-1175.8892903225806,2731,-0.47126284373293653,2641
25,0.0005155563354492188,ball_tree,10,5,1,distance,-1173.5268420713878,2681,-0.4606888480729056,2581
26,0.0004847526550292969,ball_tree,10,5,2,uniform,-1146.3507096774192,2611,-0.4734260241463166,2671
27,0.0004967689514160156,ball_tree,10,5,2,distance,-1145.8134045197387,2581,-0.46328530944464613,2611
28,0.0016407966613769531,ball_tree,10,5,3,uniform,-1105.592258064516,2341,-0.3841916654478732,2221
29,0.0016383647918701172,ball_tree,10,5,3,distance,-1105.6405516297968,2371,-0.38174305448558554,2161
30,0.0005492687225341797,ball_tree,10,6,1,uniform,-1118.3008960573477,2431,-0.4175860343572855,2491
31,0.0005025386810302735,ball_tree,10,6,1,distance,-1118.7387688905155,2501,-0.40944723162147045,2471
32,0.0005048274993896485,ball_tree,10,6,2,uniform,-1129.7912186379926,2551,-0.4327769364155123,2551
