,mean_fit_time,algorithm,leaf_size,neighbors,param_p,weights,mean_test_nmse,rank_test_nmse,mean_test_r2,rank_test_r2
0,0.0009929180145263673,ball_tree,10,1,1,uniform,-1896.8101265822784,3241,-1.295120229918459,3241
1,0.0008161067962646484,ball_tree,10,1,1,distance,-1896.8101265822784,3241,-1.295120229918459,3241
2,0.0007776737213134766,ball_tree,10,1,2,uniform,-1930.9367088607594,3301,-1.4395482601890066,3301
3,0.0008795261383056641,ball_tree,10,1,2,distance,-1930.9367088607594,3301,-1.4395482601890066,3301
4,0.002054595947265625,ball_tree,10,1,3,uniform,-2035.0506329113923,3361,-1.599683667355405,3361
5,0.0019116878509521484,ball_tree,10,1,3,distance,-2035.0506329113923,3361,-1.599683667355405,3361
6,0.0006737232208251954,ball_tree,10,2,1,uniform,-1522.5712025316457,3061,-0.926665909097586,3091
7,0.002611732482910156,ball_tree,10,2,1,distance,-1543.6461793936105,3091,-0.9220138319348499,3061
8,0.0006897926330566406,ball_tree,10,2,2,uniform,-1663.737341772152,3181,-1.094654055991212,3211
9,0.0006958484649658203,ball_tree,10,2,2,distance,-1678.202763457226,3221,-1.0850198122965438,3191
10,0.001894998550415039,ball_tree,10,2,3,uniform,-1650.1930379746836,3121,-1.080134695037055,3151
11,0.0018761157989501953,ball_tree,10,2,3,distance,-1656.2880072531188,3151,-1.0591835356963735,3121
12,0.0006490707397460938,ball_tree,10,3,1,uniform,-1420.471870604782,2881,-0.7057510763573673,2881
13,0.0006606101989746094,ball_tree,10,3,1,distance,-1454.0005662176861,2971,-0.7560790866878234,2911
14,0.0006764888763427735,ball_tree,10,3,2,uniform,-1443.3825597749649,2941,-0.7607819008935673,2971
15,0.0006276130676269531,ball_tree,10,3,2,distance,-1479.7695198119973,3041,-0.8215282664380464,3041
16,0.0019465446472167968,ball_tree,10,3,3,uniform,-1435.9950773558369,2911,-0.7596282745518221,2941
17,0.0018514633178710938,ball_tree,10,3,3,distance,-1464.582471727571,3001,-0.8092658424614942,3001
18,0.0012022495269775391,ball_tree,10,4,1,uniform,-1306.323575949367,2611,-0.5157699040583213,2551
19,0.0006365776062011719,ball_tree,10,4,1,distance,-1354.181274277448,2761,-0.5999518877190508,2761
20,0.0006403923034667969,ball_tree,10,4,2,uniform,-1344.6431962025317,2731,-0.5881543333630683,2731
21,0.0006513118743896485,ball_tree,10,4,2,distance,-1389.9847884020628,2831,-0.6764878272496921,2831
22,0.0018746376037597657,ball_tree,10,4,3,uniform,-1358.2816455696202,2791,-0.6087428747148789,2791
23,0.0018587589263916015,ball_tree,10,4,3,distance,-1395.3003768008411,2851,-0.6906455305632377,2851
24,0.0006453990936279297,ball_tree,10,5,1,uniform,-1287.9412658227848,2551,-0.4743500484296216,2341
25,0.0006138801574707032,ball_tree,10,5,1,distance,-1327.3138389042674,2701,-0.5522004506304581,2671
26,0.000615072250366211,ball_tree,10,5,2,uniform,-1258.6615189873419,2341,-0.4399671703510765,2071
27,0.000633859634399414,ball_tree,10,5,2,distance,-1307.0347155950744,2651,-0.5430027112812157,2621
28,0.001847076416015625,ball_tree,10,5,3,uniform,-1260.5584810126581,2371,-0.45069586360123415,2161
29,0.0018645763397216798,ball_tree,10,5,3,distance,-1313.9662241965673,2671,-0.5632558832254453,2701
30,0.0006362438201904297,ball_tree,10,6,1,uniform,-1262.6148030942334,2461,-0.47924658871617587,2371
31,0.0006267070770263672,ball_tree,10,6,1,distance,-1302.8577587447012,2581,-0.5437025388896551,2641
32,0.0006618022918701172,ball_tree,10,6,2,uniform,-1206.314345991561,2011,-0.39653659298253285,1531
33,0.0006222248077392579,ball_tree,10,6,2,distance,-1268.7964928136028,2501,-0.5031819151932917,2501
34,0.0018253803253173828,ball_tree,10,6,3,uniform,-1203.1909282700424,1951,-0.3961713717365218,1501
35,0.0018756866455078125,ball_tree,10,6,3,distance,-1262.0012842695041,2401,-0.5005323030779296,2461
36,0.0006515979766845703,ball_tree,10,7,1,uniform,-1238.103203306639,2251,-0.4589001264562594,2221
37,0.0006245136260986328,ball_tree,10,7,1,distance,-1277.2888590548864,2521,-0.517356328552893,2581
38,0.0006522178649902344,ball_tree,10,7,2,uniform,-1219.6261947817102,2161,-0.4325117538174111,2041
39,0.0006283760070800781,ball_tree,10,7,2,distance,-1262.1330967566576,2441,-0.5075922617702635,2531
40,0.0018463134765625,ball_tree,10,7,3,uniform,-1201.3704469129423,1891,-0.4057116948279026,1771
41,0.0018457889556884766,ball_tree,10,7,3,distance,-1245.6980252642388,2311,-0.4862085162302097,2431
42,0.0006472587585449219,ball_tree,10,8,1,uniform,-1206.0818829113923,1981,-0.41306791870928095,1921
43,0.000626516342163086,ball_tree,10,8,1,distance,-1243.338486874552,2281,-0.4731362253951833,2311
44,0.0006154537200927735,ball_tree,10,8,2,uniform,-1202.1862143987341,1921,-0.41999954558489627,2011
45,0.0006123542785644531,ball_tree,10,8,2,distance,-1237.1260730287045,2231,-0.4804130565478517,2411
46,0.0018506050109863281,ball_tree,10,8,3,uniform,-1163.4370055379748,1231,-0.37722227705534556,1141
47,0.0018619537353515626,ball_tree,10,8,3,distance,-1210.3482412134958,2071,-0.45336680037766136,2191
48,0.0006440162658691406,ball_tree,10,9,1,uniform,-1198.7484763244258,1861,-0.41949739392318774,1981
49,0.0006632328033447266,ball_tree,10,9,1,distance,-1230.3845131502899,2191,-0.4624067521922518,2251
50,0.0006294727325439453,ball_tree,10,9,2,uniform,-1169.8533364588216,1411,-0.3836632771129777,1291
51,0.0006125926971435547,ball_tree,10,9,2,distance,-1209.711617739215,2051,-0.44518661859369585,2141
52,0.0018416404724121093,ball_tree,10,9,3,uniform,-1180.8439599937487,1651,-0.412226596816542,1891
53,0.0019228935241699218,ball_tree,10,9,3,distance,-1212.5598370195926,2101,-0.4625942692532333,2281
54,0.0006413459777832031,ball_tree,10,10,1,uniform,-1180.0756962025316,1591,-0.39982465376388604,1621
55,0.0006178379058837891,ball_tree,10,10,1,distance,-1212.6086088570676,2131,-0.44410315112091386,2111
56,0.0006131649017333985,ball_tree,10,10,2,uniform,-1149.14582278481,601,-0.3544785340578501,481
57,0.0006409645080566406,ball_tree,10,10,2,distance,-1191.5227334206375,1831,-0.4178731556612122,1961
58,0.0018620491027832031,ball_tree,10,10,3,uniform,-1139.187594936709,241,-0.34253463351122604,151
59,0.001883554458618164,ball_tree,10,10,3,distance,-1180.568826731379,1621,-0.4093193015555714,1831
60,0.0006345748901367187,ball_tree,10,11,1,uniform,-1160.0713986818705,1081,-0.3608086527231707,631
61,0.0006161689758300781,ball_tree,10,11,1,distance,-1189.1598876415562,1801,-0.40561909136278873,1741
62,0.0006298065185546875,ball_tree,10,11,2,uniform,-1147.8054189768807,541,-0.3502193334368782,271
63,0.0006276130676269531,ball_tree,10,11,2,distance,-1182.5280870482025,1741,-0.4063074383460915,1811
64,0.001871013641357422,ball_tree,10,11,3,uniform,-1135.5134951354744,91,-0.34015369981259136,121
65,0.001888418197631836,ball_tree,10,11,3,distance,-1172.4328675832762,1441,-0.39942307386310955,1591
66,0.0006924629211425781,ball_tree,10,12,1,uniform,-1166.3711322081576,1291,-0.36778560052729986,811
67,0.0006160259246826172,ball_tree,10,12,1,distance,-1188.7201073352085,1771,-0.4021942248532785,1651
