,mean_fit_time,algorithm,leaf_size,neighbors,param_p,weights,mean_test_nmse,rank_test_nmse,mean_test_r2,rank_test_r2
0,0.0008566856384277343,ball_tree,10,1,1,uniform,-1896.8101265822784,3241,-1.295120229918459,3241
1,0.0006769180297851562,ball_tree,10,1,1,distance,-1896.8101265822784,3241,-1.295120229918459,3241
2,0.0037874698638916014,ball_tree,10,1,2,uniform,-1930.9367088607594,3301,-1.4395482601890066,3301
3,0.001025390625,ball_tree,10,1,2,distance,-1930.9367088607594,3301,-1.4395482601890066,3301
4,0.0020623207092285156,ball_tree,10,1,3,uniform,-2035.0506329113923,3361,-1.599683667355405,3361
5,0.0017486095428466796,ball_tree,10,1,3,distance,-2035.0506329113923,3361,-1.599683667355405,3361
6,0.0005455493927001953,ball_tree,10,2,1,uniform,-1514.73417721519,3061,-0.9052819958973851,3091
7,0.0005748748779296875,ball_tree,10,2,1,distance,-1537.807572987586,3091,-0.9046372936647422,3061
8,0.0021706104278564455,ball_tree,10,2,2,uniform,-1663.737341772152,3181,-1.094654055991212,3211
9,0.0005182743072509766,ball_tree,10,2,2,distance,-1678.207311964263,3221,-1.0850510950311592,3191
10,0.001719188690185547,ball_tree,10,2,3,uniform,-1650.1930379746836,3121,-1.080134695037055,3151
11,0.0017246723175048829,ball_tree,10,2,3,distance,-1656.274546371957,3151,-1.0591767896342537,3121
12,0.0005320072174072266,ball_tree,10,3,1,uniform,-1421.4901547116738,2881,-0.7064596500845565,2881
13,0.0005254745483398438,ball_tree,10,3,1,distance,-1455.2365393549715,2971,-0.7572516784433787,2911
14,0.0005223751068115234,ball_tree,10,3,2,uniform,-1443.3825597749649,2941,-0.7607819008935673,2971
15,0.000518798828125,ball_tree,10,3,2,distance,-1479.7409767576764,3041,-0.8215349150760257,3041
16,0.0016990184783935546,ball_tree,10,3,3,uniform,-1435.9950773558369,2911,-0.7596282745518221,2941
17,0.0017293453216552734,ball_tree,10,3,3,distance,-1464.5658983098551,3001,-0.8092570641668798,3001
18,0.0005475997924804688,ball_tree,10,4,1,uniform,-1304.2211234177216,2581,-0.5147165347892934,2551
19,0.0005321025848388672,ball_tree,10,4,1,distance,-1352.2482242184733,2761,-0.5989660269384081,2761
20,0.0004978179931640625,ball_tree,10,4,2,uniform,-1344.6431962025317,2731,-0.5881543333630683,2731
21,0.0004949569702148438,ball_tree,10,4,2,distance,-1389.950531284592,2831,-0.6764630233816068,2831
22,0.0017265796661376954,ball_tree,10,4,3,uniform,-1358.2816455696202,2791,-0.6087428747148789,2791
23,0.001779460906982422,ball_tree,10,4,3,distance,-1395.28684670175,2851,-0.6906357766612385,2851
