,mean_fit_time,algorithm,leaf_size,neighbors,param_p,weights,mean_test_nmse,rank_test_nmse,mean_test_r2,rank_test_r2
0,0.005212020874023437,ball_tree,1,2,1,uniform,-19.5364,1603,-0.1534992208096454,1603
1,0.005088663101196289,ball_tree,1,2,1,distance,-19.808372767327977,1642,-0.17415953961569802,1642
2,0.004963541030883789,ball_tree,1,2,2,uniform,-19.5589,1604,-0.15484051719107816,1604
3,0.00533747673034668,ball_tree,1,2,2,distance,-19.907137406603773,1662,-0.1812942533916247,1662
4,0.005128097534179687,ball_tree,1,3,1,uniform,-18.615955555555555,1529,-0.09850013010798504,1506
5,0.004968070983886718,ball_tree,1,3,1,distance,-18.7762376759105,1551,-0.1106036539407862,1551
6,0.005167341232299805,ball_tree,1,3,2,uniform,-18.625955555555556,1532,-0.09909626183306629,1516
7,0.005072832107543945,ball_tree,1,3,2,distance,-18.849439708904107,1586,-0.11600090661509775,1572
8,0.005910015106201172,ball_tree,1,4,1,uniform,-18.39585,1327,-0.08412250346267172,1290
9,0.004964780807495117,ball_tree,1,4,1,distance,-18.401572341680247,1328,-0.0864762523190116,1332
10,0.0072967529296875,ball_tree,1,4,2,uniform,-18.42315,1332,-0.08573713234337942,1321
11,0.0048187255859375,ball_tree,1,4,2,distance,-18.48861184202651,1402,-0.09248693899434604,1402
12,0.005047988891601562,ball_tree,1,5,1,uniform,-18.168128,1013,-0.06983832533312011,971
13,0.004976701736450195,ball_tree,1,5,1,distance,-18.207882162760892,1095,-0.07416553358866239,1093
14,0.004974651336669922,ball_tree,1,5,2,uniform,-18.1856,1033,-0.07087168781677304,991
15,0.004924583435058594,ball_tree,1,5,2,distance,-18.279089229666873,1200,-0.07905184624524059,1188
16,0.00522317886352539,ball_tree,1,6,1,uniform,-18.04181111111111,762,-0.0616840420271905,736
17,0.005143547058105468,ball_tree,1,6,1,distance,-18.073320682530312,846,-0.06513870202320406,872
18,0.005045747756958008,ball_tree,1,6,2,uniform,-18.063577777777777,801,-0.06278099289535523,780
19,0.00494537353515625,ball_tree,1,6,2,distance,-18.13436347669182,953,-0.06930271718994412,963
20,0.005891036987304687,ball_tree,1,7,1,uniform,-17.95886530612245,389,-0.05645756522775525,415
21,0.005177927017211914,ball_tree,1,7,1,distance,-18.003206213825873,623,-0.0605616850127353,682
22,0.0050716400146484375,ball_tree,1,7,2,uniform,-17.974857142857143,467,-0.057263488314570135,485
23,0.0049625873565673825,ball_tree,1,7,2,distance,-18.05431163166324,786,-0.06404776908199188,816
24,0.005106735229492188,ball_tree,1,8,1,uniform,-17.92339375,313,-0.05398027828457464,270
25,0.005147075653076172,ball_tree,1,8,1,distance,-17.96762984979533,435,-0.057858296612789004,519
26,0.0049587726593017575,ball_tree,1,8,2,uniform,-17.9356375,326,-0.05459731314791729,292
27,0.0049492835998535155,ball_tree,1,8,2,distance,-18.011180848548353,626,-0.0608279949072105,700
28,0.005631494522094727,ball_tree,1,9,1,uniform,-17.890044444444445,231,-0.051579093561565335,211
29,0.005852985382080078,ball_tree,1,9,1,distance,-17.94342025164449,351,-0.056034007673167435,386
30,0.005041980743408203,ball_tree,1,9,2,uniform,-17.89971851851852,234,-0.05206662728074964,213
31,0.005612611770629883,ball_tree,1,9,2,distance,-17.981013669266595,499,-0.05859610234156802,548
32,0.005112314224243164,ball_tree,1,10,1,uniform,-17.882352,213,-0.05105333942128815,206
33,0.005176067352294922,ball_tree,1,10,1,distance,-17.941206045251434,341,-0.05579857832068762,367
34,0.0056492328643798825,ball_tree,1,10,2,uniform,-17.895188,233,-0.05173927354502856,212
35,0.005060863494873047,ball_tree,1,10,2,distance,-17.97392509899257,462,-0.0580269170061944,522
36,0.005345869064331055,ball_tree,1,11,1,uniform,-17.853646280991736,204,-0.04887484240662698,197
37,0.005404996871948242,ball_tree,1,11,1,distance,-17.92563154662302,314,-0.05419627611485671,284
38,0.0051976203918457035,ball_tree,1,11,2,uniform,-17.892297520661156,232,-0.05111346083083026,207
39,0.005038785934448242,ball_tree,1,11,2,distance,-17.98243362752688,500,-0.057824527558619686,518
40,0.004944229125976562,ball_tree,2,2,1,uniform,-19.5784,1619,-0.15743936255316315,1605
41,0.004880094528198242,ball_tree,2,2,1,distance,-19.850372767327976,1650,-0.17809968135921578,1643
42,0.004857015609741211,ball_tree,2,2,2,uniform,-19.6009,1639,-0.15878065893459592,1625
43,0.0048122406005859375,ball_tree,2,2,2,distance,-19.949137406603775,1679,-0.18523439513514245,1672
44,0.0054152488708496095,ball_tree,2,3,1,uniform,-18.559866666666668,1493,-0.09513335524876415,1417
45,0.004859828948974609,ball_tree,2,3,1,distance,-18.720148787021614,1533,-0.10723687908156534,1533
46,0.0052950382232666016,ball_tree,2,3,2,uniform,-18.56986666666667,1499,-0.09572948697384535,1427
47,0.005830001831054687,ball_tree,2,3,2,distance,-18.79335082001522,1569,-0.11263413175587693,1555
48,0.005152082443237305,ball_tree,2,4,1,uniform,-18.43845,1335,-0.08732001205459446,1341
49,0.005217409133911133,ball_tree,2,4,1,distance,-18.43929114333314,1351,-0.08948155078883416,1356
50,0.0047301769256591795,ball_tree,2,4,2,uniform,-18.460125,1395,-0.08871314165173907,1352
51,0.00474858283996582,ball_tree,2,4,2,distance,-18.525586842026513,1469,-0.09546294830270573,1425
52,0.005949735641479492,ball_tree,2,5,1,uniform,-18.171504000000002,1014,-0.07004762896727365,974
53,0.0048274040222167965,ball_tree,2,5,1,distance,-18.198858162760892,1061,-0.07345903781853583,1055
54,0.004811143875122071,ball_tree,2,5,2,uniform,-18.202848,1093,-0.07162723821743072,1015
55,0.005330181121826172,ball_tree,2,5,2,distance,-18.27006522966687,1165,-0.07834535047511412,1185
56,0.004945564270019531,ball_tree,2,6,1,uniform,-18.036199999999997,751,-0.06118351907860071,710
57,0.0047206878662109375,ball_tree,2,6,1,distance,-18.074109571419203,847,-0.06510238284682733,868
58,0.004884004592895508,ball_tree,2,6,2,uniform,-18.057966666666665,791,-0.062280469946765435,763
59,0.004795742034912109,ball_tree,2,6,2,distance,-18.135152365580712,954,-0.06926639801356753,961
60,0.005229425430297851,ball_tree,2,7,1,uniform,-17.98387755102041,518,-0.057666907415663014,512
61,0.004813337326049804,ball_tree,2,7,1,distance,-18.02623478525445,728,-0.06161821476799973,734
62,0.0046940803527832035,ball_tree,2,7,2,uniform,-17.9998693877551,596,-0.05847283050247785,543
63,0.004705190658569336,ball_tree,2,7,2,distance,-18.077340203091815,860,-0.06510429883725628,870
64,0.0049975872039794925,ball_tree,2,8,1,uniform,-17.9153625,244,-0.05306375176881493,223
65,0.0053614616394042965,ball_tree,2,8,1,distance,-17.970904849795332,445,-0.05781076094715436,516
66,0.004721689224243164,ball_tree,2,8,2,uniform,-17.92760625,317,-0.053680786632157626,262
67,0.004718303680419922,ball_tree,2,8,2,distance,-18.01445584854835,641,-0.060780459241575886,696
68,0.0048331737518310545,ball_tree,2,9,1,uniform,-17.91692839506173,260,-0.05317829362181508,225
69,0.004970121383666992,ball_tree,2,9,1,distance,-17.96967210349634,443,-0.0576095156519441,510
70,0.004622077941894532,ball_tree,2,9,2,uniform,-17.926602469135805,315,-0.053665827340999374,260
71,0.004760932922363281,ball_tree,2,9,2,distance,-18.00726552111845,624,-0.06017161032034474,620
72,0.004907560348510742,ball_tree,2,10,1,uniform,-17.941504000000002,342,-0.054086131604409754,280
73,0.00594639778137207,ball_tree,2,10,1,distance,-17.990522045251435,570,-0.058057318893916104,523
74,0.0046975135803222655,ball_tree,2,10,2,uniform,-17.954340000000002,374,-0.05477206572815003,302
75,0.004706430435180664,ball_tree,2,10,2,distance,-18.02324109899257,697,-0.06028565757942283,647
76,0.004960298538208008,ball_tree,2,11,1,uniform,-17.921411570247933,300,-0.05351211539435963,247
77,0.0048904895782470705,ball_tree,2,11,1,distance,-17.993727414391614,583,-0.058846566507683974,553
78,0.00475621223449707,ball_tree,2,11,2,uniform,-17.932019834710744,323,-0.05407900309993016,278
79,0.004653549194335938,ball_tree,2,11,2,distance,-18.022486520088865,688,-0.06080308723281412,698
80,0.004823446273803711,ball_tree,3,2,1,uniform,-19.5784,1619,-0.15743936255316315,1605
81,0.004797935485839844,ball_tree,3,2,1,distance,-19.850372767327976,1650,-0.17809968135921578,1643
82,0.004809236526489258,ball_tree,3,2,2,uniform,-19.6009,1639,-0.15878065893459592,1625
83,0.005408716201782226,ball_tree,3,2,2,distance,-19.949137406603775,1679,-0.18523439513514245,1672
84,0.004692173004150391,ball_tree,3,3,1,uniform,-18.559866666666668,1493,-0.09513335524876415,1417
85,0.0048239707946777345,ball_tree,3,3,1,distance,-18.720148787021614,1533,-0.10723687908156534,1533
86,0.004584121704101563,ball_tree,3,3,2,uniform,-18.56986666666667,1499,-0.09572948697384535,1427
87,0.004614782333374023,ball_tree,3,3,2,distance,-18.79335082001522,1569,-0.11263413175587693,1555
88,0.004740095138549805,ball_tree,3,4,1,uniform,-18.43845,1335,-0.08732001205459446,1341
89,0.00474090576171875,ball_tree,3,4,1,distance,-18.43929114333314,1351,-0.08948155078883416,1356
90,0.0047070026397705075,ball_tree,3,4,2,uniform,-18.460125,1395,-0.08871314165173907,1352
91,0.004758071899414062,ball_tree,3,4,2,distance,-18.525586842026513,1469,-0.09546294830270573,1425
92,0.004947233200073242,ball_tree,3,5,1,uniform,-18.171504000000002,1014,-0.07004762896727365,974
93,0.007477426528930664,ball_tree,3,5,1,distance,-18.198858162760892,1061,-0.07345903781853583,1055
94,0.0047242164611816405,ball_tree,3,5,2,uniform,-18.202848,1093,-0.07162723821743072,1015
95,0.004675674438476563,ball_tree,3,5,2,distance,-18.27006522966687,1165,-0.07834535047511412,1185
96,0.0047722339630126955,ball_tree,3,6,1,uniform,-18.036199999999997,751,-0.06118351907860071,710
97,0.004787540435791016,ball_tree,3,6,1,distance,-18.074109571419203,847,-0.06510238284682733,868
98,0.004802036285400391,ball_tree,3,6,2,uniform,-18.057966666666665,791,-0.062280469946765435,763
99,0.004710483551025391,ball_tree,3,6,2,distance,-18.135152365580712,954,-0.06926639801356753,961
100,0.0047934532165527345,ball_tree,3,7,1,uniform,-17.98387755102041,518,-0.057666907415663014,512
101,0.0047972679138183595,ball_tree,3,7,1,distance,-18.02623478525445,728,-0.06161821476799973,734
102,0.004747867584228516,ball_tree,3,7,2,uniform,-17.9998693877551,596,-0.05847283050247785,543
103,0.004716253280639649,ball_tree,3,7,2,distance,-18.077340203091815,860,-0.06510429883725628,870
104,0.0049288272857666016,ball_tree,3,8,1,uniform,-17.9153625,244,-0.05306375176881493,223
105,0.0049817562103271484,ball_tree,3,8,1,distance,-17.970904849795332,445,-0.05781076094715436,516
106,0.0048619270324707035,ball_tree,3,8,2,uniform,-17.92760625,317,-0.053680786632157626,262
107,0.004674530029296875,ball_tree,3,8,2,distance,-18.01445584854835,641,-0.060780459241575886,696
108,0.005301141738891601,ball_tree,3,9,1,uniform,-17.91692839506173,260,-0.05317829362181508,225
109,0.004844284057617188,ball_tree,3,9,1,distance,-17.96967210349634,443,-0.0576095156519441,510
110,0.004793214797973633,ball_tree,3,9,2,uniform,-17.926602469135805,315,-0.053665827340999374,260
111,0.004737091064453125,ball_tree,3,9,2,distance,-18.00726552111845,624,-0.06017161032034474,620
112,0.005724763870239258,ball_tree,3,10,1,uniform,-17.941504000000002,342,-0.054086131604409754,280
113,0.004912948608398438,ball_tree,3,10,1,distance,-17.990522045251435,570,-0.058057318893916104,523
114,0.004696702957153321,ball_tree,3,10,2,uniform,-17.954340000000002,374,-0.05477206572815003,302
115,0.004781770706176758,ball_tree,3,10,2,distance,-18.02324109899257,697,-0.06028565757942283,647
116,0.00495147705078125,ball_tree,3,11,1,uniform,-17.921411570247933,300,-0.05351211539435963,247
117,0.004901266098022461,ball_tree,3,11,1,distance,-17.993727414391614,583,-0.058846566507683974,553
118,0.005424308776855469,ball_tree,3,11,2,uniform,-17.932019834710744,323,-0.05407900309993016,278
119,0.0047338008880615234,ball_tree,3,11,2,distance,-18.022486520088865,688,-0.06080308723281412,698
120,0.005257272720336914,ball_tree,4,2,1,uniform,-18.1874,1034,-0.07995129137259681,1203
121,0.005069541931152344,ball_tree,4,2,1,distance,-18.459372767327977,1391,-0.10061161017864946,1517
122,0.0052719593048095705,ball_tree,4,2,2,uniform,-18.1874,1034,-0.07995129137259681,1203
123,0.004469823837280273,ball_tree,4,2,2,distance,-18.535637406603772,1471,-0.10640502757314337,1525
124,0.004765129089355469,ball_tree,4,3,1,uniform,-18.286933333333334,1209,-0.0748770404653912,1094
125,0.00481562614440918,ball_tree,4,3,1,distance,-18.44721545368828,1353,-0.08698056429819236,1333
126,0.004573202133178711,ball_tree,4,3,2,uniform,-18.296933333333335,1235,-0.07547317219047242,1124
127,0.00451192855834961,ball_tree,4,3,2,distance,-18.52041748668188,1463,-0.09237781697250395,1398
128,0.004891443252563477,ball_tree,4,4,1,uniform,-18.261725,1159,-0.07487932966218401,1098
129,0.004598379135131836,ball_tree,4,4,1,distance,-18.283586117190453,1201,-0.07799108377493891,1171
130,0.004559946060180664,ball_tree,4,4,2,uniform,-18.30735,1239,-0.07757553917456544,1139
131,0.0051098823547363285,ball_tree,4,4,2,distance,-18.383686842026513,1294,-0.08477267181093402,1316
132,0.004805660247802735,ball_tree,4,5,1,uniform,-18.0776,862,-0.06297739183718497,785
133,0.004550933837890625,ball_tree,4,5,1,distance,-18.120554162760893,943,-0.06730954600108631,914
134,0.0045964717864990234,ball_tree,4,5,2,uniform,-18.1068,913,-0.0647029659251091,840
135,0.005179834365844726,ball_tree,4,5,2,distance,-18.201761229666868,1089,-0.0727860800119204,1035
136,0.004875469207763672,ball_tree,4,6,1,uniform,-17.96688888888889,427,-0.05602558700414901,382
