,mean_fit_time,algorithm,leaf_size,neighbors,param_p,weights,mean_test_nmse,rank_test_nmse,mean_test_r2,rank_test_r2
0,0.000884103775024414,ball_tree,1,1,1,uniform,-15.966884422110551,9937,0.7305674334204928,9937
1,0.0007334232330322265,ball_tree,1,1,1,distance,-15.966884422110551,9937,0.7305674334204928,9937
2,0.0006933212280273438,ball_tree,1,1,2,uniform,-17.36603015075377,10081,0.7020096813103889,10081
3,0.0021372318267822267,ball_tree,1,1,2,distance,-17.36603015075377,10081,0.7020096813103889,10081
4,0.0013192176818847656,ball_tree,1,1,3,uniform,-19.533718592964824,10297,0.6583697713373281,10225
5,0.0012218952178955078,ball_tree,1,1,3,distance,-19.53371859296482,10225,0.6583697713373281,10225
6,0.0006048679351806641,ball_tree,1,2,1,uniform,-11.850866834170855,3025,0.8003116720917959,4321
7,0.001133108139038086,ball_tree,1,2,1,distance,-11.710529273387548,2377,0.8045034186311958,3169
8,0.0006105899810791016,ball_tree,1,2,2,uniform,-13.503077889447235,7777,0.7755233639950502,8281
9,0.0014059066772460938,ball_tree,1,2,2,distance,-13.41098944371367,7513,0.7785252057127985,7849
10,0.0012010574340820313,ball_tree,1,2,3,uniform,-14.36508793969849,9433,0.7609034913202113,9793
11,0.0012060642242431641,ball_tree,1,2,3,distance,-14.375935729242386,9505,0.7623152849804606,9649
12,0.0008373260498046875,ball_tree,1,3,1,uniform,-10.909692908989392,1009,0.8180357419455225,1801
13,0.0005524635314941406,ball_tree,1,3,1,distance,-10.948270520871073,1081,0.8188503136650117,1585
14,0.0005516529083251954,ball_tree,1,3,2,uniform,-11.85194304857621,3097,0.8027251424779924,3601
15,0.0005456924438476563,ball_tree,1,3,2,distance,-11.773190513602188,2689,0.8046128000360389,3097
16,0.0012224674224853515,ball_tree,1,3,3,uniform,-13.662702400893354,8281,0.771341751042258,9001
17,0.0012451648712158204,ball_tree,1,3,3,distance,-13.360989740605785,7345,0.778112379978935,7993
18,0.0005532741546630859,ball_tree,1,4,1,uniform,-10.749934045226128,793,0.8236025095584645,1009
